0.086142831,0.004759432,0.055254041,0.146896619,0.105698633,0.487061204,0.006656221,0.095990932,0.00991639,0,0.001623696,0,0.000703553,0.003241987,0.000638937,0.046753459,0.009214259,0.000951884,2.434044088
0.085194103,0.00551301,0.05405533,0.144728018,0.105337242,0.486733422,0.007230278,0.099670813,0.010547711,0,0.000990074,0,0.000761618,0.003519218,0.000720648,0.048513116,0.009934271,0.001051299,2.251722531
0.084269042,0.003757081,0.05970379,0.147560985,0.103852159,0.484378475,0.006138554,0.097446737,0.011629969,0,0.001263209,0,0.000637502,0.002973383,0.000598182,0.047201102,0.009495867,0.001133303,2.675206145
0.084240136,0.00444891,0.057204977,0.145119082,0.105894721,0.487252638,0.006944636,0.098359094,0.010535806,0,0,0,0.0007354,0.003383792,0.000683068,0.047925728,0.009674511,0.001036292,2.485337383
0.085677998,0.007410345,0.050145149,0.14541983,0.103209233,0.488315666,0.006528403,0.101699274,0.010246062,0,0.00134804,0,0.000673791,0.003187922,0.000663934,0.049661349,0.010342742,0.001042017,1.046227094
0.085348227,0.007679577,0.051553172,0.146577372,0.103134061,0.487139693,0.006392109,0.09991959,0.010990142,0,0.001266059,0,0.000659244,0.00311385,0.000638697,0.048674798,0.009983924,0.00109813,1.018749279
0.082851972,0.004346535,0.057563685,0.14556102,0.104574286,0.488539816,0.007125918,0.09854575,0.009622343,0,0.001268676,0,0.000745188,0.003481294,0.000702229,0.048143523,0.009711265,0.000948241,1.598302754
0.076856881,0.007069576,0.057384018,0.130094379,0.104219113,0.478109873,0.038530353,0.094691845,0.011044585,0,0.001999377,0,0.004015599,0.018421742,0.00364851,0.045273106,0.008966545,0.001045832,1.813756724
0.080722904,0.008359332,0.057555287,0.124936827,0.104812199,0.475390308,0.038600973,0.098324697,0.010083894,0,0.001213577,0,0.004045853,0.018350529,0.003795429,0.046742608,0.009667746,0.000991496,1.655972863
0.082112588,0.007990628,0.054714494,0.135244544,0.105099049,0.470726175,0.036455879,0.096708107,0.010385521,0,0.000563015,0,0.003831478,0.017160737,0.003525579,0.045523038,0.009352458,0.001004364,1.728515571
0.081673599,0.008171834,0.056896411,0.121964054,0.104767057,0.47610175,0.038299835,0.099837036,0.010925474,0,0.00136295,0,0.004012561,0.018234618,0.003823742,0.047532588,0.009967434,0.001090767,1.700424626
0.082834627,0.008709917,0.051103135,0.130091189,0.104268741,0.476761534,0.039299089,0.095293403,0.009628714,0,0.002009651,0,0.004097667,0.018736294,0.003744944,0.045432229,0.009080833,0.000917553,1.63610466
0.093800603,0.009738595,0.064153753,0.130374028,0.088514421,0.439083041,0.045784137,0.115597865,0.011961908,0,0.000991649,0,0.004052556,0.020103038,0.005292548,0.050757062,0.013362866,0.001382771,1.652633962
0.093162543,0.010160853,0.048227078,0.139139946,0.089166504,0.445220174,0.050019417,0.111419114,0.011563762,0,0.001920609,0,0.004460057,0.022269654,0.005573119,0.049606037,0.012414219,0.001288424,1.588095441
0.09201465,0.007492838,0.056596946,0.136228186,0.088173824,0.443884915,0.046384452,0.115122648,0.012754656,0,0.001346886,0,0.004089895,0.020589359,0.005339901,0.051101207,0.013253224,0.00146835,1.998315277
