T(K)	FeO	Fe2O3	Na2O	MgO	Al2O3	SiO2	K2O	CaO	TiO2	Cr2O3	MnO	P2O5	Na-Mg	Na-Al	Na-Si	Na-K	Na-Ca	Na-Ti	Mg-Al	Mg-Si	Mg-K	Mg-Ca	Mg-Ti	Al-Si	Al-K	Al-Ca	Al-Ti	Si-K	Si-Ca	Si-Ti	K-Ca	K-Ti	Ca-Ti	LNGAMMA
1573	0.039819098	0.004933824	0.066391952	0.033976801	0.110968166	0.663083938	0.032032078	0.042890453	0.004356212	6.50E-05	0.001268147	0.000214368	0.022529471	0.073581209	0.439680309	0.021239957	0.02843997	0.002888534	0.003554541	0.021239957	0.001026054	0.00137387	0.000139539	0.02843997	0.00137387	0.001839591	0.00018684	0.000139539	0.00018684	1.90E-05	2.79E-06	2.83E-07	5.52E-06	1.125213598
1573	0.065501525	0.005598774	0.090380399	0.079812677	0.115357664	0.516089443	0.020152341	0.088992255	0.014404342	3.19E-05	0.001759335	0.001919325	0.04119048	0.059534873	0.266348313	0.010400411	0.045927963	0.007433929	0.002324727	0.010400411	0.000406117	0.001793402	0.000290281	0.045927963	0.001793402	0.007919621	0.001281875	0.000290281	0.001281875	0.000207485	2.84E-06	4.60E-07	2.53E-05	1.496507099
1573	0.055924546	0.004127558	0.105013327	0.074273464	0.131897374	0.499072874	0.023571894	0.094101385	0.009250377	0	0.001674575	0.001092627	0.037067871	0.065826402	0.249073733	0.011764093	0.046963448	0.004616612	0.003109071	0.011764093	0.000555634	0.002218148	0.000218049	0.046963448	0.002218148	0.008855071	0.000870473	0.000218049	0.000870473	8.56E-05	0	0	1.55E-05	1.643298781
1573	0.015732785	0.003951955	0.034709037	0.001869616	0.086802388	0.811273562	0.024508605	0.018836431	0.001537034	3.26E-05	0.000674211	7.18E-05	0.00151677	0.070420483	0.658164792	0.019883183	0.015281498	0.001246955	0.002127405	0.019883183	0.000600672	0.000461655	3.77E-05	0.015281498	0.000461655	0.000354811	2.90E-05	3.77E-05	2.90E-05	2.36E-06	6.14E-07	5.01E-08	1.04E-06	0.418517743
1573	0.064206225	0.005370511	0.06360112	0.198175833	0.098004745	0.447033554	0.009174565	0.099130258	0.012907422	0.00017731	0.001221626	0.00099683	0.088591247	0.043811409	0.199838999	0.004101339	0.044314552	0.005770051	0.000899151	0.004101339	8.42E-05	0.000909477	0.00011842	0.044314552	0.000909477	0.009826808	0.001279516	0.00011842	0.001279516	0.000166602	1.76E-05	2.29E-06	1.58E-05	1.51815831
1573	0.078383416	0.006172117	0.053310409	0.135938448	0.028394555	0.554667864	0.008380968	0.117051321	0.015101018	0.000200778	0.001613874	0.000785231	0.075400689	0.015749547	0.30765644	0.004648654	0.064924606	0.008376049	0.000237974	0.004648654	7.02E-05	0.000981003	0.000126561	0.064924606	0.000981003	0.013701012	0.001767594	0.000126561	0.001767594	0.000228041	2.35E-05	3.03E-06	2.44E-05	1.57855175
1573	0.058514796	0.003369678	0.03920926	0.213824565	0.09895497	0.452021186	0.001975017	0.126586608	0.003957698	0.000174699	0.001069904	0.000341619	0.096653234	0.044729743	0.204323153	0.000892749	0.057219829	0.001788963	0.000195438	0.000892749	3.90E-06	0.000250011	7.82E-06	0.057219829	0.000250011	0.016024169	0.000500992	7.82E-06	0.000500992	1.57E-05	2.21E-05	6.91E-07	4.23E-06	1.891443635
1573	0.064047926	0.004281338	0.069988921	0.174168713	0.103910479	0.461369406	0.012511112	0.095293838	0.011861578	0.000211125	0.001316072	0.001039492	0.080356116	0.047941116	0.212861729	0.005772244	0.043965662	0.005472569	0.001300036	0.005772244	0.000156528	0.001192232	0.000148402	0.043965662	0.001192232	0.009080916	0.001130335	0.000148402	0.001130335	0.000140697	2.01E-05	2.50E-06	1.56E-05	1.742347393
1573	0.067247261	0.006882327	0.052480109	0.192177684	0.063809149	0.427221986	0.033807338	0.128213086	0.025127559	0.000181237	0.001456801	0.001395465	0.082102532	0.027260671	0.182518625	0.014443238	0.054775449	0.010735046	0.002157217	0.014443238	0.001142936	0.004334543	0.000849496	0.054775449	0.004334543	0.016438595	0.003221682	0.000849496	0.003221682	0.000631394	2.32E-05	4.55E-06	3.66E-05	1.316400818
1573	0.065248672	0.004362628	0.058915864	0.177146084	0.097327917	0.445869299	0.007584257	0.127209625	0.013361658	0.000149849	0.001307742	0.001516404	0.078984	0.04339553	0.198799432	0.003381587	0.056718866	0.005957553	0.00073816	0.003381587	5.75E-05	0.00096479	0.000101338	0.056718866	0.00096479	0.016182289	0.001699731	0.000101338	0.001699731	0.000178534	1.91E-05	2.00E-06	1.75E-05	1.742112241
1573	0.063589077	0.007539988	0.020796348	0.207127613	0.054817772	0.407845845	0.042062622	0.164614122	0.028212418	9.27E-05	0.001489609	0.001811926	0.084476136	0.0223572	0.166338233	0.017155066	0.067137186	0.011506318	0.002305779	0.017155066	0.001769264	0.006924102	0.001186688	0.067137186	0.006924102	0.027097809	0.004644162	0.001186688	0.004644162	0.000795941	1.53E-05	2.61E-06	4.20E-05	1.1692024
1573	0.042026585	0.00269547	0.075310384	0.126646368	0.109232851	0.546523901	0.009349003	0.082407005	0.004256934	0.000210794	0.000899061	0.000441645	0.069215267	0.059698364	0.298688374	0.005109453	0.045037398	0.002326516	0.001021218	0.005109453	8.74E-05	0.000770423	3.98E-05	0.045037398	0.000770423	0.006790914	0.000350801	3.98E-05	0.000350801	1.81E-05	1.74E-05	8.97E-07	3.83E-06	1.783710935
1573	0.057170064	0.002745527	0.053333973	0.180021023	0.112684146	0.464749934	0.001941711	0.119793887	0.005935005	0.000178623	0.001162306	0.0002838	0.083664759	0.05236995	0.215992501	0.00090241	0.055674201	0.002758293	0.0002188	0.00090241	3.77E-06	0.000232605	1.15E-05	0.055674201	0.000232605	0.014350575	0.000710977	1.15E-05	0.000710977	3.52E-05	2.14E-05	1.06E-06	6.90E-06	2.073038711
1573	0.048919307	0.004517562	0.054298864	0.092707764	0.126638918	0.505545707	0.05840844	0.100018189	0.006036924	0.000128115	0.001324031	0.001456179	0.046868012	0.064021761	0.255576461	0.029528136	0.050563766	0.003051941	0.007396782	0.029528136	0.003411546	0.005841906	0.000352607	0.050563766	0.005841906	0.010003638	0.000603802	0.000352607	0.000603802	3.64E-05	1.28E-05	7.73E-07	7.99E-06	1.419181046
1573	0.0574607	0.004190644	0.076897314	0.147708647	0.106431666	0.506104796	0.005731943	0.082250911	0.01189103	0.000180581	0.000622084	0.000529682	0.074756055	0.053865577	0.256142065	0.002900964	0.041627581	0.006018107	0.00061006	0.002900964	3.29E-05	0.000471458	6.82E-05	0.041627581	0.000471458	0.006765212	0.000978048	6.82E-05	0.000978048	0.000141397	1.49E-05	2.15E-06	7.40E-06	1.655228002
1573	0.05256662	0.003850207	0.075358826	0.156631272	0.111977588	0.451531101	0.016429863	0.116369713	0.012717871	9.00E-05	0.001377437	0.001099535	0.070723891	0.050561364	0.203880335	0.007418594	0.052544544	0.005742515	0.001839776	0.007418594	0.00026994	0.001911938	0.000208953	0.052544544	0.001911938	0.01354191	0.001479975	0.000208953	0.001479975	0.000161744	1.05E-05	1.14E-06	1.75E-05	1.650935796
1566	0.065077091	0.005624034	0.069854066	0.123291598	0.106538653	0.416633896	0.017793215	0.162825173	0.027067351	6.32E-05	0.00217545	0.003056323	0.051367459	0.044387614	0.173583803	0.007413256	0.067838486	0.011277176	0.001895665	0.007413256	0.000316598	0.002897183	0.000481615	0.067838486	0.002897183	0.026512037	0.004407246	0.000481615	0.004407246	0.000732641	1.03E-05	1.71E-06	5.89E-05	1.523569213
1566	0.061567293	0.007631335	0.071977654	0.126767654	0.091381937	0.390149236	0.027729027	0.199378199	0.016996555	3.13E-05	0.002584553	0.003805296	0.049458303	0.035652593	0.152216426	0.010818459	0.077787252	0.006631193	0.002533932	0.010818459	0.000768899	0.005528563	0.000471298	0.077787252	0.005528563	0.039751666	0.003388743	0.000471298	0.003388743	0.000288883	6.23E-06	5.31E-07	4.39E-05	1.162913805
1566	0.029115835	0.003716794	0.102714627	0.024850637	0.145031919	0.609621246	0.035023032	0.039690777	0.007683079	6.42E-05	0.001475145	0.001012676	0.015149476	0.08841454	0.371638064	0.021350784	0.024196341	0.004683768	0.005079458	0.021350784	0.001226613	0.001390091	0.000269085	0.024196341	0.001390091	0.001575358	0.000304947	0.000269085	0.000304947	5.90E-05	2.55E-06	4.93E-07	1.13E-05	1.133466603
1573	0.034158857	0.002824469	0.078218327	0.04130221	0.132057907	0.605022374	0.046379176	0.047974653	0.01015587	0	0.000961512	0.000944645	0.024988761	0.079897988	0.366052073	0.028060439	0.029025738	0.006144529	0.006124737	0.028060439	0.002151028	0.002225025	0.000471021	0.029025738	0.002225025	0.002301567	0.000487224	0.000471021	0.000487224	0.000103142	0	0	9.76E-06	1.529682961
1575	0.042684644	0.009223736	0.052199493	0.001182697	0.059108663	0.789175785	0.037812192	0.004493057	0.001854868	6.60E-05	0.002198835	0	0.000933356	0.046647126	0.622798419	0.029840466	0.003545812	0.001463817	0.002235028	0.029840466	0.001429762	0.000169892	7.01E-05	0.003545812	0.000169892	2.02E-05	8.33E-06	7.01E-05	8.33E-06	3.44E-06	2.97E-07	1.22E-07	4.08E-06	0.557506731
1575	0.010854408	0.001091575	0.084230763	0.006373578	0.138957956	0.681870139	0.059347437	0.014490504	0.001957725	0	0.000802618	2.33E-05	0.004345952	0.094751281	0.464946887	0.040467245	0.009880642	0.001334915	0.008246798	0.040467245	0.003522118	0.000859974	0.000116186	0.009880642	0.000859974	0.000209975	2.84E-05	0.000116186	2.84E-05	3.83E-06	0	0	1.57E-06	1.322397292
1575	0.038048897	0.002647952	0.039014332	0.004768839	0.083092423	0.783579544	0.039158216	0.004284373	0.003317363	0	0.002063656	2.44E-05	0.003736765	0.065109523	0.613996902	0.030683577	0.003357147	0.002599418	0.003253751	0.030683577	0.001533366	0.000167768	0.000129902	0.003357147	0.000167768	1.84E-05	1.42E-05	0.000129902	1.42E-05	1.10E-05	0	0	6.85E-06	1.690533341
1575	0.02126311	0.002366896	0.082229477	0.009846767	0.148717622	0.67828589	0.041575455	0.009267693	0.004625797	0	0.001653324	0.00016797	0.006678923	0.100873065	0.460071748	0.028200044	0.006286145	0.003137613	0.006183003	0.028200044	0.001728518	0.000385309	0.00019232	0.006286145	0.000385309	8.59E-05	4.29E-05	0.00019232	4.29E-05	2.14E-05	0	0	7.65E-06	1.220842163
1575	0.03157204	0.002568557	0.065173384	0.022459316	0.132590966	0.658751003	0.051114043	0.027984514	0.006036332	3.27E-05	0.000974899	0.000742293	0.014795097	0.087344432	0.433952884	0.033671427	0.018434827	0.00397644	0.00677726	0.033671427	0.002612645	0.001430402	0.000308541	0.018434827	0.001430402	0.000783133	0.000168924	0.000308541	0.000168924	3.64E-05	9.14E-07	1.97E-07	5.88E-06	1.53437514
1575	0.030716789	0.002239919	0.079954142	0.027324975	0.149088007	0.626590855	0.033761996	0.040525387	0.007266523	0	0.001646977	0.000884431	0.017121579	0.093417182	0.392616099	0.021154958	0.025392837	0.004553137	0.005033509	0.021154958	0.001139872	0.001368218	0.000245332	0.025392837	0.001368218	0.001642307	0.000294479	0.000245332	0.000294479	5.28E-05	0	0	1.20E-05	1.643817504
1575	0.067709343	0.008842944	0.057846104	0.127673873	0.093650545	0.400407366	0.020313859	0.200243597	0.01743873	0.000189911	0.002689591	0.002994137	0.051121559	0.037498368	0.160326059	0.008133819	0.080179011	0.006982596	0.001902404	0.008133819	0.000412653	0.00406772	0.000354248	0.080179011	0.00406772	0.040097498	0.003491994	0.000354248	0.003491994	0.000304109	3.80E-05	3.31E-06	4.69E-05	1.061052032
1575	0.054842428	0.00311168	0.06282188	0.070161991	0.107582337	0.603811958	0.0112642	0.079519231	0.005046557	6.26E-05	0.001293365	0.000481798	0.042364649	0.064959502	0.36458888	0.006801459	0.048014663	0.003047172	0.001211829	0.006801459	0.000126882	0.000895721	5.68E-05	0.048014663	0.000895721	0.006323308	0.000401298	5.68E-05	0.000401298	2.55E-05	4.98E-06	3.16E-07	6.53E-06	1.894748883
1575	0.093439395	0.00636872	0.061295618	0.095864233	0.090307287	0.523240934	0.006293442	0.099612059	0.019236446	0	0.002289897	0.002051969	0.050160091	0.047252469	0.273781075	0.003292986	0.052121107	0.010065296	0.000568344	0.003292986	3.96E-05	0.000626903	0.000121063	0.052121107	0.000626903	0.009922562	0.001916182	0.000121063	0.001916182	0.000370041	0	0	4.40E-05	1.711362279
1575	0.03686695	0.001911643	0.0657965	0.070171989	0.121487479	0.612915828	0.013059989	0.072278123	0.004113616	6.22E-05	0.000856891	0.000478807	0.043009523	0.074461599	0.375665812	0.008004674	0.044300406	0.0025213	0.001586625	0.008004674	0.000170563	0.000943951	5.37E-05	0.044300406	0.000943951	0.005224127	0.000297324	5.37E-05	0.000297324	1.69E-05	4.49E-06	2.56E-07	3.52E-06	1.984799847
1575	0.075883532	0.005936737	0.055011493	0.07256768	0.02854996	0.640584087	0.014214564	0.087997913	0.015065024	0	0.002165708	0.002023302	0.046485701	0.01828865	0.410347973	0.009105623	0.056370063	0.009650415	0.000405825	0.009105623	0.000202054	0.001250852	0.000214143	0.056370063	0.001250852	0.007743633	0.001325691	0.000214143	0.001325691	0.000226955	0	0	3.26E-05	1.57348765
1575	0.062276963	0.0018589	0.04370779	0.183381403	0.116224875	0.461339171	0.003731359	0.119899123	0.005670209	0.00017878	0.001163328	0.000568099	0.084601025	0.053619088	0.212833831	0.001721422	0.055314162	0.002615889	0.000433677	0.001721422	1.39E-05	0.000447387	2.12E-05	0.055314162	0.000447387	0.0143758	0.000679853	2.12E-05	0.000679853	3.22E-05	2.14E-05	1.01E-06	6.60E-06	2.537054503
1603	0.033944911	0.002973963	0.014607927	0.239696559	0.053975187	0.455194667	0.048782147	0.132755249	0.014768901	0.000237063	0.001020822	0.002042603	0.109108595	0.024569217	0.207202185	0.022205373	0.060429481	0.006722725	0.002633026	0.022205373	0.002379698	0.006476086	0.000720459	0.060429481	0.006476086	0.017623956	0.001960649	0.000720459	0.001960649	0.00021812	3.15E-05	3.50E-06	1.51E-05	1.313911538
1603	0.054332253	0.004746561	0.054255359	0.200319236	0.105672294	0.423751452	0.011541686	0.128874595	0.014004359	0.000117972	0.001151474	0.001232757	0.084885567	0.044778788	0.179565293	0.004890806	0.054610797	0.005934367	0.001219636	0.004890806	0.000133211	0.00148743	0.000161634	0.054610797	0.00148743	0.016608661	0.001804806	0.000161634	0.001804806	0.000196122	1.52E-05	1.65E-06	1.61E-05	1.31676573
1603	0.04601527	0.005759476	0.045762848	0.099493506	0.114188988	0.465784635	0.069300758	0.145969743	0.005310601	6.37E-05	0.001462949	0.000887524	0.046342546	0.053187476	0.216955327	0.032279228	0.067990463	0.002473597	0.007913383	0.032279228	0.004802595	0.010115814	0.000368029	0.067990463	0.010115814	0.021307166	0.000775187	0.000368029	0.000775187	2.82E-05	9.30E-06	3.38E-07	7.77E-06	0.957194822
1601	0.051231324	0.003724014	0.048168468	0.090373825	0.130374868	0.507904759	0.057421746	0.10190519	0.00653164	0.000160891	0.00133021	0.000873065	0.045901296	0.066218016	0.257967244	0.029164778	0.051758131	0.003317451	0.007486352	0.029164778	0.003297257	0.005851574	0.000375058	0.051758131	0.005851574	0.010384668	0.000665608	0.000375058	0.000665608	4.27E-05	1.64E-05	1.05E-06	8.69E-06	1.509306837
1601	0.022733748	0.001774468	0.023412842	0.149620335	0.074179489	0.584840865	0.083043292	0.043425097	0.015505842	0.000183993	0.000492984	0.000787046	0.087504086	0.043383197	0.342038838	0.048567111	0.025396771	0.00906845	0.006160109	0.048567111	0.006896188	0.003606163	0.001287656	0.025396771	0.003606163	0.001885739	0.000673343	0.001287656	0.000673343	0.000240431	7.99E-06	2.85E-06	7.64E-06	1.438107566
1601	0.045499001	0.003203976	0.041364343	0.205650413	0.088685468	0.479357784	0.027041709	0.097429914	0.008830695	0.000295304	0.001017292	0.0016241	0.098580126	0.042512069	0.229783885	0.012962654	0.046703788	0.004233062	0.002398207	0.012962654	0.000731254	0.002634671	0.000238797	0.046703788	0.002634671	0.009492588	0.000860374	0.000238797	0.000860374	7.80E-05	2.88E-05	2.61E-06	8.98E-06	1.541055535
1474	0.079346125	0.010107945	0.037697756	0.15338755	0.067816113	0.404290951	0.033132292	0.17566341	0.033979168	6.33E-05	0.00189107	0.00262428	0.062013198	0.027417441	0.163451173	0.013395086	0.071019127	0.01373747	0.002246903	0.013395086	0.001097749	0.005820131	0.001125808	0.071019127	0.005820131	0.030857634	0.005968897	0.001125808	0.005968897	0.001154584	1.11E-05	2.15E-06	6.43E-05	1.61326143
1507	0.072143942	0.008104612	0.057377458	0.129831182	0.082438574	0.403558234	0.025320535	0.199126907	0.016128702	0	0.00251775	0.003452104	0.052394443	0.033268765	0.162859248	0.010218311	0.080359303	0.00650887	0.002087389	0.010218311	0.00064113	0.005042	0.000408387	0.080359303	0.005042	0.039651525	0.003211658	0.000408387	0.003211658	0.000260135	0	0	4.06E-05	1.555665156
1507	0.065903272	0.007653523	0.097878374	0.090391113	0.124993682	0.426911492	0.043491356	0.123467609	0.015341374	0.000162163	0.001713148	0.002092893	0.038589005	0.053361239	0.182253422	0.018566959	0.052709741	0.006549409	0.005436145	0.018566959	0.001891498	0.005369774	0.000667217	0.052709741	0.005369774	0.015244251	0.001894163	0.000667217	0.001894163	0.000235358	2.00E-05	2.49E-06	2.63E-05	1.52245718
1507	0.061660191	0.004511019	0.103942039	0.07688805	0.117378154	0.514895141	0.021448539	0.082292229	0.013762449	0	0.001657492	0.001564696	0.039589283	0.060437441	0.265117006	0.011043749	0.042371869	0.007086218	0.00251759	0.011043749	0.00046004	0.001765048	0.000295184	0.042371869	0.001765048	0.006772011	0.001132543	0.000295184	0.001132543	0.000189405	0	0	2.28E-05	1.984550693
1474	0.035680741	0.005147245	0.12250813	0.029895593	0.15620303	0.516567142	0.069873339	0.054252389	0.007796806	0	0.001411439	0.000664146	0.015443081	0.080689353	0.266841612	0.036094271	0.028025001	0.004027574	0.010914427	0.036094271	0.004882283	0.003790796	0.000544789	0.028025001	0.003790796	0.002943322	0.000422995	0.000544789	0.000422995	6.08E-05	0	0	1.10E-05	1.488912923
1474	0.068741187	0.009162676	0.069353106	0.132884227	0.101439964	0.409882233	0.014965342	0.160351527	0.028416015	0	0.001976083	0.00282764	0.054466884	0.041578439	0.168003445	0.006134028	0.065725242	0.01164722	0.001518084	0.006134028	0.000223961	0.002399715	0.000425255	0.065725242	0.002399715	0.025712612	0.004556551	0.000425255	0.004556551	0.00080747	0	0	5.62E-05	1.567973852
1507	0.052945992	0.003645583	0.072357626	0.150477943	0.114160994	0.459711056	0.018290983	0.113553713	0.012324619	9.03E-05	0.001382097	0.001059124	0.069176374	0.052481071	0.211334255	0.008408567	0.052201897	0.005665763	0.002088117	0.008408567	0.00033456	0.002077009	0.000225429	0.052201897	0.002077009	0.012894446	0.001399506	0.000225429	0.001399506	0.000151896	1.03E-05	1.11E-06	1.70E-05	2.045191278
1474	0.050585516	0.00436464	0.110582841	0.071207026	0.135123776	0.499020884	0.027410706	0.090171619	0.00909195	0	0.001376756	0.001064286	0.035533793	0.067429586	0.249021843	0.013678515	0.044997521	0.004537073	0.003703838	0.013678515	0.000751347	0.002471668	0.000249217	0.044997521	0.002471668	0.008130921	0.000819836	0.000249217	0.000819836	8.27E-05	0	0	1.25E-05	2.002893048
1507	0.033518984	0.004025614	0.115861437	0.031671906	0.108861542	0.622836445	0.037419642	0.040590596	0.003861729	0	0.001095574	0.000256531	0.019726417	0.067802936	0.387925237	0.023306317	0.025281302	0.002405226	0.00407356	0.023306317	0.00140023	0.001518886	0.000144505	0.025281302	0.001518886	0.001647596	0.00015675	0.000144505	0.00015675	1.49E-05	0	0	4.23E-06	1.488869551
1615	0.004641019	0.003317929	0.078873688	0.006282141	0.101279942	0.751402281	0.037109208	0.01516995	0.001530259	0	0.000298329	9.53E-05	0.004720415	0.076101979	0.564605387	0.027883944	0.011398735	0.00114984	0.003758418	0.027883944	0.001377093	0.000562945	5.68E-05	0.011398735	0.000562945	0.000230127	2.32E-05	5.68E-05	2.32E-05	2.34E-06	0	0	4.57E-07	0.640527998
1617	0.011517939	0.021517931	0.119326999	0.004210181	0.058231267	0.743021428	0.032450165	0.006244075	0.001656662	0	0.001799411	2.39E-05	0.003128255	0.043267079	0.552080843	0.024111168	0.004639482	0.001230935	0.001889614	0.024111168	0.001053013	0.000202621	5.38E-05	0.004639482	0.000202621	3.90E-05	1.03E-05	5.38E-05	1.03E-05	2.74E-06	0	0	2.98E-06	-0.336067714
1613	0.005210678	0.01696787	0.114994308	0.004944994	0.082204825	0.728232285	0.037556427	0.004835518	0.002918705	0	0.002037986	9.64E-05	0.003601104	0.059864207	0.530322261	0.027349803	0.00352138	0.002125495	0.003087319	0.027349803	0.001410485	0.000181605	0.000109616	0.00352138	0.000181605	2.34E-05	1.41E-05	0.000109616	1.41E-05	8.52E-06	0	0	5.95E-06	-0.859630999
1617	0.009483527	0.014890785	0.110314468	0.033215836	0.112775135	0.639809423	0.031887039	0.042332514	0.003936693	0	0.001116841	0.000237737	0.021251805	0.072154594	0.409356098	0.020401628	0.027084741	0.002518733	0.003596065	0.020401628	0.001016783	0.001349859	0.000125529	0.027084741	0.001349859	0.001792042	0.00016665	0.000125529	0.00016665	1.55E-05	0	0	4.40E-06	-0.16227314
1622	0.016999286	0.020943541	0.072365904	0.074356006	0.111579681	0.605248443	0.010354971	0.081730213	0.005011779	0	0.001195463	0.000214712	0.045003857	0.067533428	0.366325678	0.00626733	0.049467084	0.003033372	0.001155404	0.00626733	0.000107225	0.000846314	5.19E-05	0.049467084	0.000846314	0.006679828	0.000409614	5.19E-05	0.000409614	2.51E-05	0	0	5.99E-06	0.04030383
1617	0.012875159	0.031108528	0.051521426	0.203167663	0.069218282	0.440987198	0.033784507	0.13188363	0.025239571	0	0.000144721	6.93E-05	0.089594338	0.030524376	0.194469709	0.014898535	0.058158993	0.011130328	0.002338506	0.014898535	0.001141393	0.004455623	0.000852706	0.058158993	0.004455623	0.017393292	0.003328686	0.000852706	0.003328686	0.000637036	0	0	3.65E-06	-0.593269019
1623	0.019363031	0.034759333	0.044994652	0.158035357	0.072433068	0.417307813	0.036385823	0.179726825	0.033701938	0	0.001817316	0.001474845	0.065949389	0.030226885	0.174145811	0.015184088	0.075001408	0.014064082	0.002635537	0.015184088	0.001323928	0.006539508	0.001226273	0.075001408	0.006539508	0.032301732	0.006057142	0.001226273	0.006057142	0.001135821	0	0	6.12E-05	-0.344092
1615	0.009221455	0.032933561	0.078358888	0.133837733	0.096175615	0.402970376	0.022978747	0.201618297	0.017132284	0	0.002667433	0.002105612	0.053932642	0.038755924	0.162385124	0.009259754	0.081246201	0.006903803	0.002209995	0.009259754	0.000528023	0.004632936	0.000393678	0.081246201	0.004632936	0.040649938	0.003454182	0.000393678	0.003454182	0.000293515	0	0	4.57E-05	-0.968024567
1719	0.01450284	0.013748421	0.067172987	0.129455123	0.115621127	0.562885798	0.007629014	0.084008185	0.004128198	0	0.000848308	0	0.07286845	0.06508149	0.316840421	0.004294264	0.047287014	0.002323704	0.000882075	0.004294264	5.82E-05	0.0006409	3.15E-05	0.047287014	0.0006409	0.007057375	0.000346802	3.15E-05	0.000346802	1.70E-05	0	0	3.50E-06	-0.444292752
1701	0.011030551	0.011150881	0.1421078	0.024703292	0.148391489	0.602756777	0.013147064	0.037680489	0.007390507	0	0.001446659	0.000194491	0.014890077	0.089443976	0.363315733	0.007924482	0.02271217	0.004454678	0.001950912	0.007924482	0.000172845	0.000495388	9.72E-05	0.02271217	0.000495388	0.001419819	0.000278478	9.72E-05	0.000278478	5.46E-05	0	0	1.07E-05	-0.373963962
1707	0.015244794	0.01329082	0.070993282	0.133742004	0.114899351	0.554974537	0.007862649	0.083930458	0.004124378	0	0.000847523	9.02E-05	0.074223407	0.063766214	0.307996737	0.00436357	0.046579267	0.002288925	0.000903413	0.00436357	6.18E-05	0.000659916	3.24E-05	0.046579267	0.000659916	0.007044322	0.000346161	3.24E-05	0.000346161	1.70E-05	0	0	3.50E-06	-0.271010808
1718	0.008002958	0.008406837	0.080086316	0.017441655	0.160048312	0.602692154	0.078595304	0.039920575	0.003308999	0	0.001397715	9.92E-05	0.010511949	0.096459862	0.363237833	0.047368773	0.024059817	0.001994308	0.012579046	0.047368773	0.006177222	0.00313757	0.000260072	0.024059817	0.00313757	0.001593652	0.000132097	0.000260072	0.000132097	1.09E-05	0	0	4.63E-06	-0.53951546
1720	0.017356556	0.031260548	0.054290267	0.142805696	0.101803705	0.411725402	0.009255789	0.211279583	0.017360456	0	0.002814697	4.73E-05	0.058796733	0.041915171	0.169517807	0.003810843	0.086989171	0.007147741	0.000942274	0.003810843	8.57E-05	0.001955559	0.000160685	0.086989171	0.001955559	0.044639062	0.00366791	0.000160685	0.00366791	0.000301385	0	0	4.89E-05	-1.093526333
1718	0.034497935	0.030639504	0.057543672	0.098416775	0.095119258	0.550671393	0.004381063	0.10623823	0.019904038	0	0.002391104	0.000197026	0.054195303	0.052379454	0.303238983	0.002412526	0.058502354	0.010960585	0.000416723	0.002412526	1.92E-05	0.000465436	8.72E-05	0.058502354	0.000465436	0.011286562	0.00211457	8.72E-05	0.00211457	0.000396171	0	0	4.76E-05	-0.371671987
1703	0.010633117	0.027228093	0.04619829	0.141409187	0.101471185	0.529195407	0.004626586	0.118134994	0.019700569	0	0.001282162	0.00012041	0.074833092	0.053698085	0.280047778	0.002448368	0.062516496	0.010425451	0.000469465	0.002448368	2.14E-05	0.000546562	9.11E-05	0.062516496	0.000546562	0.013955877	0.002327327	9.11E-05	0.002327327	0.000388112	0	0	2.53E-05	-1.318432244
1707	0.012583555	0.028960476	0.051401464	0.147810096	0.097624082	0.518152396	0.005323152	0.11686117	0.019428545	0	0.001190078	0.000664984	0.076588155	0.050584152	0.268481905	0.002758204	0.060551895	0.010066947	0.000519668	0.002758204	2.83E-05	0.00062207	0.000103421	0.060551895	0.00062207	0.013656533	0.002270443	0.000103421	0.002270443	0.000377468	0	0	2.31E-05	-1.241716489
1718	0.010223	0.02060875	0.116143162	0.001163161	0.058132269	0.754603371	0.029987257	0.00549369	0.001706536	0	0.001938805	0	0.000877725	0.043866806	0.569426247	0.022628485	0.004145557	0.001287758	0.001743227	0.022628485	0.000899236	0.000164741	5.12E-05	0.004145557	0.000164741	3.02E-05	9.38E-06	5.12E-05	9.38E-06	2.91E-06	0	0	3.31E-06	-1.19135697
1727	0.008653425	0.014876442	0.098322482	0.000470594	0.073826038	0.763037321	0.035128867	0.003261497	0.001428484	6.57E-05	0.000905084	2.41E-05	0.000359081	0.056332022	0.582225954	0.026804637	0.002488644	0.001089987	0.002593425	0.026804637	0.001234037	0.000114573	5.02E-05	0.002488644	0.000114573	1.06E-05	4.66E-06	5.02E-05	4.66E-06	2.04E-06	2.14E-07	9.38E-08	1.29E-06	-1.09879981
1707	0.004559395	0.003194099	0.082028766	0.0058052	0.100358096	0.751669703	0.035766896	0.014662866	0.001585947	0	0.000297734	7.13E-05	0.004363593	0.07543614	0.565007342	0.026884892	0.011021632	0.001192108	0.003589498	0.026884892	0.001279271	0.000524445	5.67E-05	0.011021632	0.000524445	0.000215	2.33E-05	5.67E-05	2.33E-05	2.52E-06	0	0	4.72E-07	-0.052290613
1727	0.009057409	0.015862286	0.107452268	0.00519795	0.081310163	0.735338862	0.036392632	0.004366651	0.002928553	0	0.002044863	4.84E-05	0.003822255	0.059790523	0.540723242	0.026760916	0.003210968	0.002153479	0.002959091	0.026760916	0.001324424	0.000158914	0.000106578	0.003210968	0.000158914	1.91E-05	1.28E-05	0.000106578	1.28E-05	8.58E-06	0	0	5.99E-06	-1.117337467
