T(K)	FeO	Fe2O3	Na2O	MgO	Al2O3	SiO2	K2O	CaO	TiO2	Cr2O3	MnO	P2O5	Na-Mg	Na-Al	Na-Si	Na-K	Na-Ca	Na-Ti	Mg-Al	Mg-Si	Mg-K	Mg-Ca	Mg-Ti	Al-Si	Al-K	Al-Ca	Al-Ti	Si-K	Si-Ca	Si-Ti	K-Ca	K-Ti	Ca-Ti	LNGAMMA
1732	0.059709664	0.001591666	0.03758836	0.153091799	0.095939316	0.506016143	0.012986341	0.120235171	0.010726586	6.07E-05	0.00174265	0.000311599	0.077466922	0.048546843	0.256052337	0.006571298	0.060840938	0.005427826	0.001245901	0.006571298	0.000168645	0.001561415	0.000139299	0.060840938	0.001561415	0.014456496	0.001289713	0.000139299	0.001289713	0.00011506	7.30E-06	6.51E-07	1.87E-05	0.898369755
1732	0.066663934	0.001988935	0.011902147	0.144097968	0.103102887	0.430472367	0.00270555	0.217190696	0.018225334	6.29E-05	0.003103397	0.000483933	0.062030193	0.044382944	0.185306459	0.001164664	0.093494593	0.007845503	0.00027895	0.001164664	7.32E-06	0.00058762	4.93E-05	0.093494593	0.00058762	0.047171799	0.003958373	4.93E-05	0.003958373	0.000332163	1.37E-05	1.15E-06	5.66E-05	0.785721882
1732	0.033940189	0.002321936	0.073962422	0.133931074	0.11282979	0.543579517	0.014023074	0.079960399	0.004004851	8.96E-05	0.001028701	0.000328463	0.072802188	0.061331963	0.295478692	0.007622656	0.043464835	0.002176955	0.00158222	0.007622656	0.000196647	0.001121291	5.62E-05	0.043464835	0.001121291	0.006393665	0.000320229	5.62E-05	0.000320229	1.60E-05	7.16E-06	3.59E-07	4.12E-06	0.72085586
1732	0.065682464	0.005884672	0.026971528	0.142610288	0.10078066	0.416187528	0.010880477	0.209412041	0.017579087	6.32E-05	0.002974987	0.000973079	0.059352623	0.041943654	0.173212059	0.004528319	0.08715468	0.007316197	0.001096542	0.004528319	0.000118385	0.002278503	0.000191269	0.08715468	0.002278503	0.043853403	0.003681272	0.000191269	0.003681272	0.000309024	1.32E-05	1.11E-06	5.23E-05	0.451138248
1732	0.073547719	0.008270623	0.024822827	0.160431676	0.073939198	0.425817941	0.015495525	0.180845836	0.034020141	3.18E-05	0.002334221	0.00044253	0.068314686	0.031484637	0.181320919	0.006598273	0.077007402	0.014486386	0.001145727	0.006598273	0.000240111	0.002802301	0.00052716	0.077007402	0.002802301	0.032705216	0.006152401	0.00052716	0.006152401	0.00115737	5.74E-06	1.08E-06	7.94E-05	0.223881867
1732	0.064444632	0.005621112	0.049467274	0.151314503	0.094705998	0.500463568	0.00524753	0.116017693	0.010549413	6.10E-05	0.001749759	0.000357565	0.075727396	0.047396902	0.250463783	0.002626198	0.058062629	0.005279597	0.000496973	0.002626198	2.75E-05	0.000608806	5.54E-05	0.058062629	0.000608806	0.013460105	0.001223919	5.54E-05	0.001223919	0.00011129	7.07E-06	6.43E-07	1.85E-05	0.477934239
1732	0.06152677	0.004330246	0.049930767	0.155714817	0.094534502	0.48534595	0.009489771	0.121415803	0.015711746	0.000121249	0.001322682	0.000555698	0.075575556	0.045881937	0.235560691	0.004605822	0.058928668	0.007625632	0.000897111	0.004605822	9.01E-05	0.001152208	0.000149101	0.058928668	0.001152208	0.014741797	0.001907654	0.000149101	0.001907654	0.000246859	1.47E-05	1.91E-06	2.08E-05	0.692505201
1731	0.05876752	0.001466066	0.01162262	0.144994044	0.106599835	0.435835301	0.002765974	0.216313542	0.018310411	6.24E-05	0.003079391	0.00018293	0.063193523	0.046459971	0.18995241	0.001205509	0.094277078	0.007980324	0.000294852	0.001205509	7.65E-06	0.000598318	5.06E-05	0.094277078	0.000598318	0.046791548	0.00396079	5.06E-05	0.00396079	0.000335271	1.35E-05	1.14E-06	5.64E-05	0.717026628
1731	0.058742543	0.001911818	0.009907765	0.146817676	0.101605695	0.438207123	0.002352635	0.218912933	0.018090293	0.000435339	0.002856563	0.000159617	0.064336551	0.044524339	0.192025483	0.001030942	0.095929206	0.007927295	0.000239041	0.001030942	5.53E-06	0.000515022	4.26E-05	0.095929206	0.000515022	0.047922872	0.003960199	4.26E-05	0.003960199	0.000327259	9.53E-05	7.88E-06	5.17E-05	0.451129506
1728	0.048587201	0.021092728	0.055683703	0.14869647	0.095201611	0.493781746	0.005734043	0.118605874	0.01029972	6.28E-05	0.0015864	0.000667706	0.073423603	0.047008818	0.243820413	0.002831366	0.058565416	0.005085814	0.00054589	0.002831366	3.29E-05	0.000680091	5.91E-05	0.058565416	0.000680091	0.014067353	0.001221607	5.91E-05	0.001221607	0.000106084	7.45E-06	6.47E-07	1.63E-05	-0.164928288
1728	0.025194811	0.007861999	0.070001646	0.137749887	0.113017696	0.54847597	0.011303595	0.080899218	0.004035243	0.000120353	0.000898307	0.000441274	0.075552503	0.06198749	0.300825889	0.00619975	0.044371277	0.002213234	0.001277506	0.00619975	0.000127771	0.000914452	4.56E-05	0.044371277	0.000914452	0.006544684	0.000326448	4.56E-05	0.000326448	1.63E-05	9.74E-06	4.86E-07	3.62E-06	0.165237095
1728	0.02819624	0.02360822	0.069998967	0.13343101	0.100144061	0.400641915	0.023176102	0.201767038	0.016329942	9.52E-05	0.001238678	0.001372647	0.053458055	0.040121908	0.160513944	0.009285318	0.080836333	0.006542459	0.002320949	0.009285318	0.000537132	0.004676173	0.000378464	0.080836333	0.004676173	0.040709938	0.003294844	0.000378464	0.003294844	0.000266667	1.92E-05	1.55E-06	2.02E-05	-0.821766438
1728	0.037539044	0.026973094	0.044593214	0.160131027	0.072383041	0.412774886	0.032365988	0.177401649	0.034283636	6.48E-05	0.000967076	0.000522561	0.066098067	0.029877902	0.170383107	0.013359867	0.073226945	0.014151424	0.002342749	0.013359867	0.001047557	0.00574178	0.001109624	0.073226945	0.00574178	0.031471345	0.006081973	0.001109624	0.006081973	0.001175368	1.15E-05	2.22E-06	3.32E-05	-0.668818396
1728	0.037229157	0.016311793	0.052920299	0.153995137	0.095488144	0.490570972	0.01257837	0.123792056	0.015502769	0.000124421	0.000642928	0.000843954	0.075545544	0.046843712	0.240659878	0.006170583	0.060728789	0.007605209	0.001201085	0.006170583	0.000158215	0.001557102	0.000195	0.060728789	0.001557102	0.015324473	0.00191912	0.000195	0.00191912	0.000240336	1.54E-05	1.93E-06	9.97E-06	-0.174156185
1635	0.065231223	0.003001429	0.056423237	0.150054901	0.094452652	0.494228599	0.007400861	0.116884155	0.010665297	0.000120714	0.000762385	0.000774546	0.074161424	0.046681202	0.244261909	0.003657717	0.057767492	0.005271095	0.000699031	0.003657717	5.48E-05	0.000865043	7.89E-05	0.057767492	0.000865043	0.013661906	0.001246604	7.89E-05	0.001246604	0.000113749	1.41E-05	1.29E-06	8.13E-06	1.412131912
1635	0.069423926	0.00315782	0.046867465	0.13651041	0.096283487	0.403080449	0.020257582	0.203017924	0.017011346	0.000124736	0.001360721	0.002904134	0.055024677	0.038809991	0.162473848	0.008165435	0.081832556	0.006856941	0.001950471	0.008165435	0.00041037	0.004112652	0.000344609	0.081832556	0.004112652	0.041216278	0.003453608	0.000344609	0.003453608	0.000289386	2.53E-05	2.12E-06	2.31E-05	1.423632089
1635	0.08064474	0.00347439	0.030050772	0.160489978	0.073560907	0.411635807	0.02543004	0.177539013	0.03459534	6.25E-05	0.001004495	0.001512032	0.066063422	0.030280303	0.169444038	0.010467915	0.073081415	0.014240681	0.001870657	0.010467915	0.000646687	0.004514824	0.000879761	0.073081415	0.004514824	0.031520101	0.006142022	0.000879761	0.006142022	0.001196838	1.11E-05	2.16E-06	3.48E-05	1.477916884
1635	0.071377871	0.003260814	0.056149372	0.138914003	0.094832588	0.494444446	0.010374061	0.110997865	0.018100394	0.0001233	0.000566339	0.000858949	0.068685257	0.046889446	0.24447531	0.005129397	0.054882278	0.008949639	0.000983799	0.005129397	0.000107621	0.001151499	0.000187775	0.054882278	0.001151499	0.012320526	0.002009105	0.000187775	0.002009105	0.000327624	1.37E-05	2.23E-06	1.03E-05	1.419293464
1634	0.070482913	0.00223226	0.021042529	0.139943598	0.103088904	0.421385926	0.007990294	0.214037195	0.017161817	0.000125008	0.001363696	0.001145859	0.058970263	0.043440213	0.177566099	0.003366998	0.090192261	0.007231748	0.000823711	0.003366998	6.38E-05	0.00171022	0.000137128	0.090192261	0.00171022	0.045811921	0.003673267	0.000137128	0.003673267	0.000294528	2.68E-05	2.15E-06	2.34E-05	1.283539707
1634	0.067243857	0.001896303	0.019759879	0.142865553	0.100199263	0.424287015	0.007431786	0.213929344	0.017927627	0.000406947	0.003019453	0.001032973	0.060615999	0.042513246	0.180019471	0.00315321	0.090767443	0.007606459	0.000744659	0.00315321	5.52E-05	0.001589877	0.000133234	0.090767443	0.001589877	0.045765764	0.003835245	0.000133234	0.003835245	0.0003214	8.71E-05	7.30E-06	5.41E-05	1.399603781
1634	0.037400765	0.020361931	0.052986227	0.151464088	0.095939216	0.504728425	0.004336999	0.11986762	0.010857523	6.27E-05	0.000936449	0.001058025	0.076448231	0.04842325	0.254750783	0.002189007	0.060500595	0.005480101	0.000416088	0.002189007	1.88E-05	0.000519866	4.71E-05	0.060500595	0.000519866	0.014368246	0.001301465	4.71E-05	0.001301465	0.000117886	7.52E-06	6.81E-07	1.02E-05	0.246708219
1634	0.021793757	0.010002864	0.069972098	0.136161497	0.113852569	0.551362148	0.009805554	0.081831289	0.004065052	9.09E-05	0.000417666	0.000644574	0.075074295	0.062773997	0.304000219	0.005406412	0.045118675	0.002241316	0.001116388	0.005406412	9.61E-05	0.000802401	3.99E-05	0.045118675	0.000802401	0.00669636	0.000332648	3.99E-05	0.000332648	1.65E-05	7.44E-06	3.70E-07	1.70E-06	0.417436141
1634	0.027679978	0.023827416	0.079502665	0.133105269	0.094497519	0.393828925	0.02676987	0.200662865	0.016632855	9.56E-05	0.001317317	0.002079721	0.052420705	0.037215857	0.155101222	0.010542749	0.079026841	0.0065505	0.002529686	0.010542749	0.000716626	0.005371719	0.000445259	0.079026841	0.005371719	0.040265586	0.003337596	0.000445259	0.003337596	0.000276652	1.92E-05	1.59E-06	2.19E-05	-0.211443402
1634	0.034476364	0.020160837	0.048711023	0.143531189	0.093038739	0.515678575	0.007573414	0.115573809	0.018558347	0.000159501	0.001391974	0.001146228	0.074015959	0.047978084	0.265924392	0.003905448	0.059598937	0.009570142	0.000704621	0.003905448	5.74E-05	0.000875288	0.00014055	0.059598937	0.000875288	0.013357305	0.002144859	0.00014055	0.002144859	0.000344412	1.84E-05	2.96E-06	2.58E-05	0.175216114
1637	0.064190235	0.005430971	0.054166515	0.149089291	0.091901562	0.497378949	0.005516828	0.1191484	0.010719675	0.000122587	0.001548425	0.000786562	0.074153875	0.045709902	0.247385819	0.002743954	0.059261906	0.005331741	0.000507005	0.002743954	3.04E-05	0.000657321	5.91E-05	0.059261906	0.000657321	0.014196341	0.001277232	5.91E-05	0.001277232	0.000114911	1.46E-05	1.31E-06	1.66E-05	1.304729468
1637	0.054749014	0.009286321	0.05929834	0.13640449	0.094457687	0.397330178	0.024508122	0.202018542	0.01651451	0.000125254	0.002804663	0.002502879	0.05419762	0.03753089	0.15787127	0.009737816	0.080268063	0.006561713	0.002314981	0.009737816	0.000600648	0.004951095	0.00040474	0.080268063	0.004951095	0.040811491	0.003336237	0.00040474	0.003336237	0.000272729	2.53E-05	2.07E-06	4.63E-05	0.609213266
1637	0.067883727	0.010028893	0.038945915	0.160073917	0.070126004	0.403921035	0.036110954	0.175863876	0.033447344	0.000126406	0.0021047	0.00136723	0.064657222	0.028325368	0.163152203	0.014585974	0.071035119	0.013510086	0.002532317	0.014585974	0.001304001	0.006350612	0.001207815	0.071035119	0.006350612	0.030928103	0.005882179	0.001207815	0.005882179	0.001118725	2.22E-05	4.23E-06	7.04E-05	0.747322406
1637	0.033064198	0.002731678	0.072652674	0.13416452	0.112229091	0.547977614	0.011316055	0.0802098	0.003957618	0.000299137	0.000893095	0.000504521	0.073519153	0.06149903	0.300279465	0.006200945	0.043953175	0.002168686	0.001269991	0.006200945	0.000128053	0.000907658	4.48E-05	0.043953175	0.000907658	0.006433612	0.00031744	4.48E-05	0.00031744	1.57E-05	2.40E-05	1.18E-06	3.53E-06	1.328531424
1637	0.040769811	0.006197633	0.057919945	0.142354779	0.095848331	0.513877789	0.011455127	0.110377758	0.018491475	0.000315884	0.001233279	0.00115819	0.073152959	0.049254328	0.264070382	0.005886535	0.056720678	0.009502358	0.001097955	0.005886535	0.00013122	0.001264391	0.000211822	0.056720678	0.001264391	0.012183249	0.002041048	0.000211822	0.002041048	0.000341935	3.49E-05	5.84E-06	2.28E-05	0.718770694
1639	0.068797885	0.001906861	0.031605338	0.150665405	0.097836641	0.508598067	0.005422477	0.122205627	0.010912869	9.17E-05	0.000701966	0.001255167	0.076628134	0.049759527	0.258671994	0.002757861	0.062153546	0.005550264	0.000530517	0.002757861	2.94E-05	0.000662657	5.92E-05	0.062153546	0.000662657	0.014934215	0.001333614	5.92E-05	0.001333614	0.000119091	1.12E-05	1.00E-06	7.66E-06	2.142448411
1639	0.096636724	0.003804197	0.01046011	0.162058828	0.074839126	0.420370242	0.011884826	0.182917707	0.034744567	6.33E-05	0.000944498	0.001275903	0.068124709	0.031460142	0.176711141	0.004996027	0.076893161	0.014605582	0.00088945	0.004996027	0.000141249	0.002173945	0.000412933	0.076893161	0.002173945	0.033458888	0.006355397	0.000412933	0.006355397	0.001207185	1.16E-05	2.20E-06	3.28E-05	1.291587437
1639	0.073679446	0.003012018	0.008964546	0.14366158	0.101343266	0.426163363	0.004469727	0.214372598	0.018342641	0.000444179	0.002987434	0.002559202	0.061223302	0.043188787	0.181615212	0.001904834	0.091357747	0.007816962	0.000452977	0.001904834	2.00E-05	0.000958187	8.20E-05	0.091357747	0.000958187	0.045955611	0.00393216	8.20E-05	0.00393216	0.000336452	9.52E-05	8.15E-06	5.48E-05	1.253847109
1639	0.127016685	0.001504108	0.036670148	0.135080295	0.088427287	0.480771112	0.004796934	0.105845635	0.017402154	0.000291854	0.001273515	0.000920272	0.064942704	0.042513285	0.231140862	0.002306227	0.050887524	0.008366453	0.00042418	0.002306227	2.30E-05	0.000507735	8.35E-05	0.050887524	0.000507735	0.011203298	0.001841942	8.35E-05	0.001841942	0.000302835	3.09E-05	5.08E-06	2.22E-05	2.492851899
1633	0.021962462	0.028026521	0.049210353	0.152528993	0.096481885	0.513904381	0.003559279	0.121366765	0.010867742	0	0.001603037	0.000488582	0.078385318	0.049582463	0.264097713	0.001829129	0.062370912	0.00558498	0.000343406	0.001829129	1.27E-05	0.000431978	3.87E-05	0.062370912	0.000431978	0.014729892	0.001318983	3.87E-05	0.001318983	0.000118108	0	0	1.74E-05	-0.074724803
1633	0.012468128	0.014202183	0.066950515	0.136279991	0.11387524	0.558465658	0.00880434	0.0838428	0.00394772	0	0.000915956	0.000247469	0.076107695	0.063595411	0.311883891	0.004916921	0.046823325	0.002204666	0.001002596	0.004916921	7.75E-05	0.00073818	3.48E-05	0.046823325	0.00073818	0.007029615	0.000330988	3.48E-05	0.000330988	1.56E-05	0	0	3.62E-06	0.031371614
1633	0.018470962	0.037514298	0.037246982	0.163156506	0.073570695	0.425878629	0.023816054	0.182916189	0.035060013	3.30E-05	0.002119217	0.000217499	0.069484869	0.031332187	0.181372607	0.010142748	0.077900096	0.01493131	0.001752164	0.010142748	0.000567204	0.004356342	0.000834991	0.077900096	0.004356342	0.033458332	0.006413044	0.000834991	0.006413044	0.001229205	6.03E-06	1.16E-06	7.43E-05	-0.546930543
1633	0.014323406	0.031471183	0.068903325	0.135306486	0.097352729	0.405333896	0.016140163	0.20994672	0.01717241	6.51E-05	0.002766835	0.001217725	0.054844305	0.039460361	0.164295567	0.006542155	0.085098522	0.00696056	0.001571289	0.006542155	0.000260505	0.003388574	0.000277165	0.085098522	0.003388574	0.044077625	0.003605291	0.000277165	0.003605291	0.000294892	1.37E-05	1.12E-06	4.75E-05	-0.62558563
1633	0.021887546	0.027021694	0.045639558	0.144586165	0.096271211	0.519975226	0.009752607	0.114522023	0.018635406	3.20E-05	0.001324188	0.000352343	0.075181224	0.050058645	0.270374236	0.005071114	0.059548615	0.009689949	0.000938895	0.005071114	9.51E-05	0.001116888	0.000181744	0.059548615	0.001116888	0.013115294	0.002134164	0.000181744	0.002134164	0.000347278	3.67E-06	5.97E-07	2.47E-05	-0.049130547
1731	0.029020004	0.024664493	0.046613479	0.156536965	0.09532101	0.512286161	0.002948315	0.120081904	0.010866474	3.14E-05	0.001586066	4.37E-05	0.080191721	0.048831634	0.262437111	0.001510381	0.061516298	0.005566744	0.000281036	0.001510381	8.69E-06	0.000354039	3.20E-05	0.061516298	0.000354039	0.014419664	0.001304867	3.20E-05	0.001304867	0.00011808	3.77E-06	3.41E-07	1.72E-05	-0.4238593
1731	0.016634429	0.012398628	0.065805433	0.137679549	0.113198017	0.557969958	0.008091261	0.082983704	0.004077854	3.04E-05	0.000907793	0.000222967	0.076821052	0.063161093	0.311330475	0.004514681	0.046302414	0.00227532	0.000915915	0.004514681	6.55E-05	0.000671443	3.30E-05	0.046302414	0.000671443	0.006886295	0.000338395	3.30E-05	0.000338395	1.66E-05	2.52E-06	1.24E-07	3.70E-06	-0.287591277
1731	0.021551737	0.029146341	0.051833826	0.139222207	0.096404204	0.420387772	0.008141548	0.212645506	0.017550347	9.65E-05	0.00280767	0.000212326	0.058527314	0.040527149	0.176725879	0.003422607	0.08939357	0.007377951	0.000784879	0.003422607	6.63E-05	0.001731264	0.000142887	0.08939357	0.001731264	0.045218111	0.003732002	0.000142887	0.003732002	0.000308015	2.05E-05	1.69E-06	4.93E-05	-0.888352955
1731	0.026744761	0.033347822	0.027420673	0.167392659	0.074712407	0.432565599	0.014553553	0.185871879	0.035266205	6.56E-05	0.00203475	2.41E-05	0.072408306	0.032318017	0.187112998	0.006295366	0.080401781	0.015254947	0.001087331	0.006295366	0.000211806	0.002705096	0.000513249	0.080401781	0.002705096	0.034548355	0.006554996	0.000513249	0.006554996	0.001243705	1.22E-05	2.31E-06	7.18E-05	-0.807133825
1731	0.027248835	0.024006717	0.044093633	0.140897042	0.097967019	0.52494091	0.005097145	0.115332778	0.019039475	3.20E-05	0.00125047	9.39E-05	0.073962621	0.051426896	0.275562959	0.0026757	0.060542893	0.009994599	0.000499352	0.0026757	2.60E-05	0.000587868	9.70E-05	0.060542893	0.000587868	0.01330165	0.002195876	9.70E-05	0.002195876	0.000362502	3.69E-06	6.10E-07	2.38E-05	-0.434802928
1710	0.024064858	0.027180714	0.050770265	0.154427218	0.09708601	0.50950244	0.001562014	0.12343943	0.010736759	0	0.00123029	0	0.078681044	0.049465559	0.259592737	0.00079585	0.062892691	0.005470405	0.00015165	0.00079585	2.44E-06	0.000192814	1.68E-05	0.062892691	0.000192814	0.015237293	0.001325339	1.68E-05	0.001325339	0.000115278	0	0	1.32E-05	-0.552387671
1661	0.019964968	0.028593778	0.050522084	0.153016908	0.097758896	0.512646149	0.001566066	0.123875804	0.010821866	0	0.001233481	0	0.078443528	0.050115722	0.262806074	0.000802838	0.063504454	0.005547788	0.000153097	0.000802838	2.45E-06	0.000193998	1.69E-05	0.063504454	0.000193998	0.015345215	0.001340567	1.69E-05	0.001340567	0.000117113	0	0	1.33E-05	-0.416842325
1758	0.031397489	0.023969124	0.046159237	0.150771648	0.098472638	0.512404657	0.001401387	0.123309743	0.010880446	0	0.001233631	0	0.077256095	0.050457838	0.262558533	0.000718077	0.063184487	0.005575191	0.000137998	0.000718077	1.96E-06	0.000172805	1.52E-05	0.063184487	0.000172805	0.015205293	0.001341665	1.52E-05	0.001341665	0.000118384	0	0	1.34E-05	-0.513471578
1808	0.030147493	0.023874487	0.045867648	0.152293712	0.09722289	0.513996879	0.001392534	0.123223709	0.01075481	0	0.001225838	0	0.078278493	0.049972262	0.264192792	0.000715758	0.063336602	0.005527939	0.000135386	0.000715758	1.94E-06	0.000171593	1.50E-05	0.063336602	0.000171593	0.015184082	0.001325248	1.50E-05	0.001325248	0.000115666	0	0	1.32E-05	-0.905022969
1857	0.035859319	0.021482348	0.043660641	0.153857737	0.097071802	0.511560117	0.001306709	0.123086234	0.010892914	0	0.00122218	0	0.078707482	0.049658062	0.261693753	0.00066846	0.062966008	0.00557238	0.000126845	0.00066846	1.71E-06	0.000160838	1.42E-05	0.062966008	0.000160838	0.015150221	0.001340768	1.42E-05	0.001340768	0.000118656	0	0	1.33E-05	-0.961809845
1908	0.039105054	0.019422171	0.041657981	0.152325432	0.096062001	0.513205	0.001314778	0.124888935	0.010788923	0	0.001229726	0	0.078174173	0.049299499	0.263379372	0.00067475	0.064093626	0.005536929	0.0001263	0.00067475	1.73E-06	0.000164201	1.42E-05	0.064093626	0.000164201	0.015597246	0.001347417	1.42E-05	0.001347417	0.000116401	0	0	1.33E-05	-1.111968322
1615	0.035766982	0.021300817	0.050020483	0.151376835	0.095595149	0.511646639	0.001707311	0.120581872	0.010787249	0	0.001216661	0	0.077451449	0.048910937	0.261782283	0.00087354	0.06169531	0.00551926	0.000163211	0.00087354	2.91E-06	0.000205871	1.84E-05	0.06169531	0.000205871	0.014539988	0.001300747	1.84E-05	0.001300747	0.000116365	0	0	1.31E-05	0.273214623
1569	0.032845267	0.023097261	0.050503516	0.152597288	0.096078157	0.509344357	0.001629507	0.12187493	0.010810442	0	0.001219277	0	0.077724567	0.048936867	0.259431674	0.00082998	0.062076308	0.005506237	0.00015656	0.00082998	2.66E-06	0.000198596	1.76E-05	0.062076308	0.000198596	0.014853499	0.001317522	1.76E-05	0.001317522	0.000116866	0	0	1.32E-05	0.43721705
1522	0.028027411	0.025342128	0.051061233	0.156190233	0.095731234	0.507820326	0.0016414	0.121954493	0.011003366	0	0.001228176	0	0.079316575	0.048614266	0.257881483	0.000833536	0.06193097	0.005587733	0.000157133	0.000833536	2.69E-06	0.000200176	1.81E-05	0.06193097	0.000200176	0.014872898	0.00134191	1.81E-05	0.00134191	0.000121074	0	0	1.35E-05	0.53289347
1909	0.075526884	0.001460267	0.010456327	0.151096364	0.098382128	0.521590504	0.001053395	0.127606844	0.011258016	0	0.001569271	0	0.078810429	0.051315184	0.272056654	0.000549441	0.066558518	0.005872074	0.000103635	0.000549441	1.11E-06	0.00013442	1.19E-05	0.066558518	0.00013442	0.016283507	0.0014366	1.19E-05	0.0014366	0.000126743	0	0	1.77E-05	0.725062525
1821	0.088080903	0.005967665	0.027832091	0.146573334	0.093804449	0.503066841	0.001224143	0.121155224	0.010714864	0	0.001580487	0	0.073736184	0.047189908	0.253076247	0.000615826	0.060949176	0.005390293	0.00011483	0.000615826	1.50E-06	0.000148311	1.31E-05	0.060949176	0.000148311	0.014678588	0.001298162	1.31E-05	0.001298162	0.000114808	0	0	1.69E-05	0.283351235
1817	0.071802142	0.005092705	0.022884657	0.148340083	0.095900099	0.518341734	0.001130379	0.124078191	0.010937414	0	0.001492597	0	0.076890856	0.049709024	0.268678153	0.000585923	0.064314905	0.005669318	0.000108403	0.000585923	1.28E-06	0.000140255	1.24E-05	0.064314905	0.000140255	0.015395397	0.001357094	1.24E-05	0.001357094	0.000119627	0	0	1.63E-05	0.260233016
1905	0.071509609	0.005021054	0.016136292	0.151856833	0.095601401	0.522263275	0.001046368	0.124032163	0.010903347	0	0.001629658	0	0.079309247	0.049929101	0.272758929	0.00054648	0.064777444	0.005694418	0.000100034	0.00054648	1.09E-06	0.000129783	1.14E-05	0.064777444	0.000129783	0.015383977	0.001352366	1.14E-05	0.001352366	0.000118883	0	0	1.78E-05	-0.151080116
1573	0.045343996	0.002253285	0.074726503	0.101401466	0.11078523	0.557309779	0.015491997	0.083065181	0.007360511	0.000215373	0.000918588	0.001128092	0.056512028	0.061741692	0.310594189	0.008633841	0.046293038	0.004102085	0.001716284	0.008633841	0.000240002	0.001286846	0.000114029	0.046293038	0.001286846	0.006899824	0.000611402	0.000114029	0.000611402	5.42E-05	1.79E-05	1.59E-06	6.76E-06	2.038869816
1573	0.074299565	0.004703463	0.057433544	0.067744448	0.084812365	0.604479787	0.011267135	0.076777347	0.014705344	0	0.00195362	0.001823382	0.04095015	0.05126736	0.365395813	0.006810755	0.046410354	0.008889083	0.000955592	0.006810755	0.000126948	0.000865061	0.000165687	0.046410354	0.000865061	0.005894761	0.001129037	0.000165687	0.001129037	0.000216247	0	0	2.87E-05	1.796787329
1573	0.056677224	0.005116401	0.04834337	0.018493468	0.108130666	0.685737491	0.020979432	0.049174695	0.005037913	0	0.001824005	0.000485335	0.012681664	0.074149251	0.470235906	0.014386383	0.033720932	0.003454686	0.00226852	0.014386383	0.000440137	0.001031657	0.000105693	0.033720932	0.001031657	0.002418151	0.000247738	0.000105693	0.000247738	2.54E-05	0	0	9.19E-06	1.44190238
1573	0.018460326	0.002629445	0.044788976	0.000234115	0.096899851	0.793337456	0.029240662	0.012018934	0.001658193	3.27E-05	0.000675403	2.40E-05	0.000185732	0.076874281	0.629384319	0.023197713	0.009535071	0.001315507	0.002833416	0.023197713	0.000855016	0.000351442	4.85E-05	0.009535071	0.000351442	0.000144455	1.99E-05	4.85E-05	1.99E-05	2.75E-06	3.93E-07	5.42E-08	1.12E-06	0.985832254
1573	0.07388483	0.005312804	0.077262304	0.128325307	0.096183178	0.408382082	0.01795334	0.162964543	0.024943603	3.14E-05	0.001876298	0.002880287	0.052405756	0.039279486	0.166775925	0.007331822	0.066551799	0.010186521	0.001726809	0.007331822	0.000322322	0.002925758	0.000447821	0.066551799	0.002925758	0.026557442	0.004064923	0.000447821	0.004064923	0.000622183	5.12E-06	7.84E-07	4.68E-05	1.669369031
1573	0.059741445	0.008977334	0.106906556	0.084176346	0.127510041	0.42259925	0.043312104	0.127528905	0.015217581	6.39E-05	0.001906367	0.002060218	0.035572861	0.053885648	0.178590126	0.018303663	0.05389362	0.006430938	0.005522728	0.018303663	0.001875938	0.005523545	0.000659105	0.05389362	0.005523545	0.016263622	0.001940681	0.000659105	0.001940681	0.000231575	8.14E-06	9.72E-07	2.90E-05	0.932304324
1573	0.040851941	0.003426399	0.112930163	0.029726169	0.159650523	0.516599106	0.072531802	0.055515435	0.006690542	3.27E-05	0.001350513	0.000694739	0.015356512	0.082475317	0.266874636	0.037469864	0.028679224	0.003456328	0.01157974	0.037469864	0.005260862	0.004026635	0.000485277	0.028679224	0.004026635	0.003081964	0.000371428	0.000485277	0.000371428	4.48E-05	1.81E-06	2.19E-07	9.04E-06	1.515425728
1573	0.077908487	0.008167823	0.043178204	0.146142326	0.066439629	0.402997782	0.042722456	0.173299803	0.034422289	0	0.002052694	0.002668507	0.058895033	0.026775023	0.162407213	0.017217055	0.069839436	0.013872106	0.002838464	0.017217055	0.001825208	0.007403793	0.001470605	0.069839436	0.007403793	0.030032822	0.005965376	0.001470605	0.005965376	0.001184894	0	0	7.07E-05	1.292313726
1573	0.077048028	0.008073235	0.041026596	0.149653237	0.068286412	0.400452819	0.041348989	0.175474076	0.034157016	0	0.001977423	0.00250217	0.059929061	0.027345486	0.16036246	0.016558319	0.070269088	0.013678273	0.002823574	0.016558319	0.001709739	0.007255676	0.001412358	0.070269088	0.007255676	0.030791151	0.005993671	0.001412358	0.005993671	0.001166702	0	0	6.75E-05	1.292855992
1573	0.075036811	0.006712189	0.042626152	0.212537744	0.057278994	0.398660857	0.025059726	0.147228791	0.032235848	0.000272711	0.001461382	0.000888795	0.084730479	0.022834893	0.158930479	0.009990332	0.058694356	0.012851171	0.001435396	0.009990332	0.00062799	0.003689513	0.000807822	0.058694356	0.003689513	0.021676317	0.004746045	0.000807822	0.004746045	0.00103915	4.02E-05	8.79E-06	4.71E-05	1.451034912
